fset	c	seed	threshold	cost_per_tx	flagged_frac
23_noVmean	10	42	0.3200	0.072600	0.0726
23_noVmean	10	42	0.3300	0.066500	0.0665
23_noVmean	10	42	0.3400	0.061700	0.0617
23_noVmean	10	42	0.3500	0.056300	0.0563
23_noVmean	10	42	0.3600	0.051400	0.0514
23_noVmean	10	42	0.3700	0.047800	0.0478
23_noVmean	10	42	0.3800	0.044600	0.0446
23_noVmean	10	42	0.3900	0.040600	0.0406
23_noVmean	10	42	0.4000	0.038100	0.0381
23_noVmean	10	42	0.4100	0.034500	0.0345
23_noVmean	10	42	0.4200	0.031700	0.0317
23_noVmean	10	42	0.4300	0.029900	0.0299
23_noVmean	10	42	0.4400	0.027300	0.0273
23_noVmean	10	42	0.4500	0.026200	0.0262
23_noVmean	10	42	0.4600	0.024800	0.0248
23_noVmean	10	42	0.4700	0.023400	0.0224
23_noVmean	10	42	0.4800	0.022200	0.0212
23_noVmean	10	42	0.4900	0.020900	0.0199
23_noVmean	10	42	0.5000	0.019700	0.0187
23_noVmean	10	42	0.5100	0.019000	0.0180
23_noVmean	10	42	0.5200	0.018100	0.0171
23_noVmean	10	42	0.5300	0.016700	0.0157
23_noVmean	10	42	0.5400	0.015700	0.0147
23_noVmean	10	42	0.5500	0.015800	0.0138
23_noVmean	10	42	0.5600	0.015800	0.0128
23_noVmean	10	42	0.5700	0.015000	0.0120
23_noVmean	10	42	0.5800	0.014400	0.0114
23_noVmean	10	42	0.5900	0.016400	0.0104
23_noVmean	10	42	0.6000	0.016900	0.0099
23_noVmean	10	42	0.6100	0.016300	0.0093
23_noVmean	10	42	0.6200	0.015200	0.0082
23_noVmean	10	42	0.6300	0.014700	0.0077
23_noVmean	10	42	0.6400	0.014900	0.0069
23_noVmean	10	42	0.6500	0.014800	0.0068
23_noVmean	10	42	0.6600	0.014100	0.0061
23_noVmean	10	42	0.6700	0.013400	0.0054
23_noVmean	10	42	0.6800	0.016000	0.0050
23_noVmean	10	42	0.6900	0.017500	0.0045
23_noVmean	10	42	0.7000	0.020000	0.0040
23_noVmean	10	42	0.7100	0.023700	0.0037
23_noVmean	10	42	0.7200	0.026300	0.0033
23_noVmean	10	42	0.7300	0.027900	0.0029
23_noVmean	10	42	0.7400	0.029700	0.0027
23_noVmean	10	42	0.7500	0.031100	0.0021
23_noVmean	10	42	0.7600	0.033900	0.0019
23_noVmean	10	42	0.7700	0.034600	0.0016
23_noVmean	10	42	0.7800	0.037400	0.0014
23_noVmean	10	42	0.7900	0.040100	0.0011
23_noVmean	10	42	0.8000	0.044000	0.0010
23_noVmean	10	42	0.8100	0.047900	0.0009
23_noVmean	10	42	0.8200	0.055900	0.0009
23_noVmean	10	42	0.8300	0.059600	0.0006
23_noVmean	10	42	0.8400	0.060600	0.0006
23_noVmean	10	42	0.8500	0.065200	0.0002
23_noVmean	10	42	0.8600	0.072200	0.0002
23_noVmean	10	42	0.8700	0.076200	0.0002
23_noVmean	10	42	0.8800	0.080200	0.0002
23_noVmean	10	42	0.8900	0.083200	0.0002
23_noVmean	10	42	0.9000	0.088100	0.0001
23_noVmean	10	42	0.9100	0.094100	0.0001
23_noVmean	10	42	0.9200	0.100000	0.0000
23_noVmean	10	42	0.9300	0.103000	0.0000
23_noVmean	10	42	0.9400	0.109000	0.0000
23_noVmean	10	42	0.9500	0.117000	0.0000
23_noVmean	10	42	0.9600	0.123000	0.0000
23_noVmean	10	42	0.9700	0.132000	0.0000
23_noVmean	10	42	0.9800	0.140000	0.0000
23_noVmean	10	42	0.9900	0.143000	0.0000
23_noVmean	10	42	1.0000	0.144000	0.0000
23_noVmean	100	42	0.0100	0.973900	0.9739
23_noVmean	100	42	0.0200	0.935100	0.9351
23_noVmean	100	42	0.0300	0.881700	0.8817
23_noVmean	100	42	0.0400	0.821800	0.8218
23_noVmean	100	42	0.0500	0.756800	0.7568
23_noVmean	100	42	0.0600	0.696900	0.6969
23_noVmean	100	42	0.0700	0.641000	0.6410
23_noVmean	100	42	0.0800	0.588500	0.5885
23_noVmean	100	42	0.0900	0.539100	0.5391
23_noVmean	100	42	0.1000	0.491100	0.4911
23_noVmean	100	42	0.1100	0.450900	0.4509
23_noVmean	100	42	0.1200	0.411500	0.4115
23_noVmean	100	42	0.1300	0.375300	0.3753
23_noVmean	100	42	0.1400	0.342000	0.3420
23_noVmean	100	42	0.1500	0.310600	0.3106
23_noVmean	100	42	0.1600	0.282500	0.2825
23_noVmean	100	42	0.1700	0.258800	0.2588
23_noVmean	100	42	0.1800	0.237800	0.2378
23_noVmean	100	42	0.1900	0.216200	0.2162
23_noVmean	100	42	0.2000	0.196900	0.1969
23_noVmean	100	42	0.2100	0.178800	0.1788
23_noVmean	100	42	0.2200	0.162700	0.1627
23_noVmean	100	42	0.2300	0.148400	0.1484
23_noVmean	100	42	0.2400	0.137100	0.1371
23_noVmean	100	42	0.2500	0.124700	0.1247
23_noVmean	100	42	0.2600	0.115000	0.1150
23_noVmean	100	42	0.2700	0.106400	0.1064
23_noVmean	100	42	0.2800	0.098000	0.0980
23_noVmean	100	42	0.2900	0.091600	0.0916
23_noVmean	100	42	0.3000	0.083600	0.0836
23_noVmean	100	42	0.3100	0.077200	0.0772
23_noVmean	100	42	0.3200	0.072600	0.0726
23_noVmean	100	42	0.3300	0.066500	0.0665
23_noVmean	100	42	0.3400	0.061700	0.0617
23_noVmean	100	42	0.3500	0.056300	0.0563
23_noVmean	100	42	0.3600	0.051400	0.0514
23_noVmean	100	42	0.3700	0.047800	0.0478
23_noVmean	100	42	0.3800	0.044600	0.0446
23_noVmean	100	42	0.3900	0.040600	0.0406
23_noVmean	100	42	0.4000	0.038100	0.0381
23_noVmean	100	42	0.4100	0.034500	0.0345
23_noVmean	100	42	0.4200	0.031700	0.0317
23_noVmean	100	42	0.4300	0.029900	0.0299
23_noVmean	100	42	0.4400	0.027300	0.0273
23_noVmean	100	42	0.4500	0.026200	0.0262
23_noVmean	100	42	0.4600	0.024800	0.0248
23_noVmean	100	42	0.4700	0.032400	0.0224
23_noVmean	100	42	0.4800	0.031200	0.0212
23_noVmean	100	42	0.4900	0.029900	0.0199
23_noVmean	100	42	0.5000	0.028700	0.0187
23_noVmean	100	42	0.5100	0.028000	0.0180
23_noVmean	100	42	0.5200	0.027100	0.0171
23_noVmean	100	42	0.5300	0.025700	0.0157
23_noVmean	100	42	0.5400	0.024700	0.0147
23_noVmean	100	42	0.5500	0.033800	0.0138
23_noVmean	100	42	0.5600	0.042800	0.0128
23_noVmean	100	42	0.5700	0.042000	0.0120
23_noVmean	100	42	0.5800	0.041400	0.0114
23_noVmean	100	42	0.5900	0.070400	0.0104
23_noVmean	100	42	0.6000	0.079900	0.0099
23_noVmean	100	42	0.6100	0.079300	0.0093
23_noVmean	100	42	0.6200	0.078200	0.0082
23_noVmean	100	42	0.6300	0.077700	0.0077
23_noVmean	100	42	0.6400	0.086900	0.0069
23_noVmean	100	42	0.6500	0.086800	0.0068
23_noVmean	100	42	0.6600	0.086100	0.0061
23_noVmean	100	42	0.6700	0.085400	0.0054
23_noVmean	100	42	0.6800	0.115000	0.0050
23_noVmean	100	42	0.6900	0.134500	0.0045
23_noVmean	100	42	0.7000	0.164000	0.0040
23_noVmean	100	42	0.7100	0.203700	0.0037
23_noVmean	100	42	0.7200	0.233300	0.0033
23_noVmean	100	42	0.7300	0.252900	0.0029
23_noVmean	100	42	0.7400	0.272700	0.0027
23_noVmean	100	42	0.7500	0.292100	0.0021
23_noVmean	100	42	0.7600	0.321900	0.0019
23_noVmean	100	42	0.7700	0.331600	0.0016
23_noVmean	100	42	0.7800	0.361400	0.0014
23_noVmean	100	42	0.7900	0.391100	0.0011
23_noVmean	100	42	0.8000	0.431000	0.0010
23_noVmean	100	42	0.8100	0.470900	0.0009
23_noVmean	100	42	0.8200	0.550900	0.0009
23_noVmean	100	42	0.8300	0.590600	0.0006
23_noVmean	100	42	0.8400	0.600600	0.0006
23_noVmean	100	42	0.8500	0.650200	0.0002
23_noVmean	100	42	0.8600	0.720200	0.0002
23_noVmean	100	42	0.8700	0.760200	0.0002
23_noVmean	100	42	0.8800	0.800200	0.0002
23_noVmean	100	42	0.8900	0.830200	0.0002
23_noVmean	100	42	0.9000	0.880100	0.0001
23_noVmean	100	42	0.9100	0.940100	0.0001
23_noVmean	100	42	0.9200	1.000000	0.0000
23_noVmean	100	42	0.9300	1.030000	0.0000
23_noVmean	100	42	0.9400	1.090000	0.0000
23_noVmean	100	42	0.9500	1.170000	0.0000
23_noVmean	100	42	0.9600	1.230000	0.0000
23_noVmean	100	42	0.9700	1.320000	0.0000
23_noVmean	100	42	0.9800	1.400000	0.0000
23_noVmean	100	42	0.9900	1.430000	0.0000
23_noVmean	100	42	1.0000	1.440000	0.0000
23_noVmean	1000	42	0.0100	0.973900	0.9739
23_noVmean	1000	42	0.0200	0.935100	0.9351
23_noVmean	1000	42	0.0300	0.881700	0.8817
23_noVmean	1000	42	0.0400	0.821800	0.8218
23_noVmean	1000	42	0.0500	0.756800	0.7568
23_noVmean	1000	42	0.0600	0.696900	0.6969
23_noVmean	1000	42	0.0700	0.641000	0.6410
23_noVmean	1000	42	0.0800	0.588500	0.5885
23_noVmean	1000	42	0.0900	0.539100	0.5391
23_noVmean	1000	42	0.1000	0.491100	0.4911
23_noVmean	1000	42	0.1100	0.450900	0.4509
23_noVmean	1000	42	0.1200	0.411500	0.4115
23_noVmean	1000	42	0.1300	0.375300	0.3753
23_noVmean	1000	42	0.1400	0.342000	0.3420
23_noVmean	1000	42	0.1500	0.310600	0.3106
23_noVmean	1000	42	0.1600	0.282500	0.2825
23_noVmean	1000	42	0.1700	0.258800	0.2588
23_noVmean	1000	42	0.1800	0.237800	0.2378
23_noVmean	1000	42	0.1900	0.216200	0.2162
23_noVmean	1000	42	0.2000	0.196900	0.1969
23_noVmean	1000	42	0.2100	0.178800	0.1788
23_noVmean	1000	42	0.2200	0.162700	0.1627
23_noVmean	1000	42	0.2300	0.148400	0.1484
23_noVmean	1000	42	0.2400	0.137100	0.1371
23_noVmean	1000	42	0.2500	0.124700	0.1247
23_noVmean	1000	42	0.2600	0.115000	0.1150
23_noVmean	1000	42	0.2700	0.106400	0.1064
23_noVmean	1000	42	0.2800	0.098000	0.0980
23_noVmean	1000	42	0.2900	0.091600	0.0916
23_noVmean	1000	42	0.3000	0.083600	0.0836
23_noVmean	1000	42	0.3100	0.077200	0.0772
23_noVmean	1000	42	0.3200	0.072600	0.0726
23_noVmean	1000	42	0.3300	0.066500	0.0665
23_noVmean	1000	42	0.3400	0.061700	0.0617
23_noVmean	1000	42	0.3500	0.056300	0.0563
23_noVmean	1000	42	0.3600	0.051400	0.0514
23_noVmean	1000	42	0.3700	0.047800	0.0478
23_noVmean	1000	42	0.3800	0.044600	0.0446
23_noVmean	1000	42	0.3900	0.040600	0.0406
23_noVmean	1000	42	0.4000	0.038100	0.0381
23_noVmean	1000	42	0.4100	0.034500	0.0345
23_noVmean	1000	42	0.4200	0.031700	0.0317
23_noVmean	1000	42	0.4300	0.029900	0.0299
23_noVmean	1000	42	0.4400	0.027300	0.0273
23_noVmean	1000	42	0.4500	0.026200	0.0262
23_noVmean	1000	42	0.4600	0.024800	0.0248
23_noVmean	1000	42	0.4700	0.122400	0.0224
23_noVmean	1000	42	0.4800	0.121200	0.0212
23_noVmean	1000	42	0.4900	0.119900	0.0199
23_noVmean	1000	42	0.5000	0.118700	0.0187
23_noVmean	1000	42	0.5100	0.118000	0.0180
23_noVmean	1000	42	0.5200	0.117100	0.0171
23_noVmean	1000	42	0.5300	0.115700	0.0157
23_noVmean	1000	42	0.5400	0.114700	0.0147
23_noVmean	1000	42	0.5500	0.213800	0.0138
23_noVmean	1000	42	0.5600	0.312800	0.0128
23_noVmean	1000	42	0.5700	0.312000	0.0120
23_noVmean	1000	42	0.5800	0.311400	0.0114
23_noVmean	1000	42	0.5900	0.610400	0.0104
23_noVmean	1000	42	0.6000	0.709900	0.0099
23_noVmean	1000	42	0.6100	0.709300	0.0093
23_noVmean	1000	42	0.6200	0.708200	0.0082
23_noVmean	1000	42	0.6300	0.707700	0.0077
23_noVmean	1000	42	0.6400	0.806900	0.0069
23_noVmean	1000	42	0.6500	0.806800	0.0068
23_noVmean	1000	42	0.6600	0.806100	0.0061
23_noVmean	1000	42	0.6700	0.805400	0.0054
23_noVmean	1000	42	0.6800	1.105000	0.0050
23_noVmean	1000	42	0.6900	1.304500	0.0045
23_noVmean	1000	42	0.7000	1.604000	0.0040
23_noVmean	1000	42	0.7100	2.003700	0.0037
23_noVmean	1000	42	0.7200	2.303300	0.0033
23_noVmean	1000	42	0.7300	2.502900	0.0029
23_noVmean	1000	42	0.7400	2.702700	0.0027
23_noVmean	1000	42	0.7500	2.902100	0.0021
23_noVmean	1000	42	0.7600	3.201900	0.0019
23_noVmean	1000	42	0.7700	3.301600	0.0016
23_noVmean	1000	42	0.7800	3.601400	0.0014
23_noVmean	1000	42	0.7900	3.901100	0.0011
23_noVmean	1000	42	0.8000	4.301000	0.0010
23_noVmean	1000	42	0.8100	4.700900	0.0009
23_noVmean	1000	42	0.8200	5.500900	0.0009
23_noVmean	1000	42	0.8300	5.900600	0.0006
23_noVmean	1000	42	0.8400	6.000600	0.0006
23_noVmean	1000	42	0.8500	6.500200	0.0002
23_noVmean	1000	42	0.8600	7.200200	0.0002
23_noVmean	1000	42	0.8700	7.600200	0.0002
23_noVmean	1000	42	0.8800	8.000200	0.0002
23_noVmean	1000	42	0.8900	8.300200	0.0002
23_noVmean	1000	42	0.9000	8.800100	0.0001
23_noVmean	1000	42	0.9100	9.400100	0.0001
23_noVmean	1000	42	0.9200	10.000000	0.0000
23_noVmean	1000	42	0.9300	10.300000	0.0000
23_noVmean	1000	42	0.9400	10.900000	0.0000
23_noVmean	1000	42	0.9500	11.700000	0.0000
23_noVmean	1000	42	0.9600	12.300000	0.0000
23_noVmean	1000	42	0.9700	13.200000	0.0000
23_noVmean	1000	42	0.9800	14.000000	0.0000
23_noVmean	1000	42	0.9900	14.300000	0.0000
23_noVmean	1000	42	1.0000	14.400000	0.0000
23_noVmean	1	179	0.0100	0.975000	0.9750
23_noVmean	1	179	0.0200	0.937000	0.9370
23_noVmean	1	179	0.0300	0.879900	0.8799
23_noVmean	1	179	0.0400	0.820000	0.8200
23_noVmean	1	179	0.0500	0.757900	0.7579
23_noVmean	1	179	0.0600	0.691500	0.6915
23_noVmean	1	179	0.0700	0.631000	0.6310
23_noVmean	1	179	0.0800	0.575400	0.5754
23_noVmean	1	179	0.0900	0.521400	0.5214
23_noVmean	1	179	0.1000	0.472300	0.4723
23_noVmean	1	179	0.1100	0.428300	0.4283
23_noVmean	1	179	0.1200	0.390600	0.3906
23_noVmean	1	179	0.1300	0.354500	0.3545
23_noVmean	1	179	0.1400	0.324900	0.3249
23_noVmean	1	179	0.1500	0.295000	0.2950
23_noVmean	1	179	0.1600	0.267700	0.2677
23_noVmean	1	179	0.1700	0.245600	0.2456
23_noVmean	1	179	0.1800	0.221400	0.2214
23_noVmean	1	179	0.1900	0.202700	0.2027
23_noVmean	1	179	0.2000	0.183600	0.1836
23_noVmean	1	179	0.2100	0.166800	0.1668
23_noVmean	1	179	0.2200	0.154200	0.1542
23_noVmean	1	179	0.2300	0.141200	0.1412
23_noVmean	1	179	0.2400	0.129000	0.1290
23_noVmean	1	179	0.2500	0.118100	0.1181
23_noVmean	1	179	0.2600	0.109000	0.1090
23_noVmean	1	179	0.2700	0.099700	0.0997
23_noVmean	1	179	0.2800	0.092500	0.0925
23_noVmean	1	179	0.2900	0.085200	0.0852
23_noVmean	1	179	0.3000	0.076600	0.0766
23_noVmean	1	179	0.3100	0.070900	0.0709
23_noVmean	1	179	0.3200	0.063700	0.0637
23_noVmean	1	179	0.3300	0.058200	0.0582
23_noVmean	1	179	0.3400	0.052300	0.0523
23_noVmean	1	179	0.3500	0.048700	0.0487
23_noVmean	1	179	0.3600	0.044800	0.0448
23_noVmean	1	179	0.3700	0.042400	0.0424
23_noVmean	1	179	0.3800	0.039300	0.0393
23_noVmean	1	179	0.3900	0.036800	0.0368
23_noVmean	1	179	0.4000	0.034300	0.0343
23_noVmean	1	179	0.4100	0.032100	0.0321
23_noVmean	1	179	0.4200	0.030300	0.0303
23_noVmean	1	179	0.4300	0.027900	0.0279
23_noVmean	1	179	0.4400	0.026400	0.0264
23_noVmean	1	179	0.4500	0.025000	0.0250
23_noVmean	1	179	0.4600	0.023600	0.0236
23_noVmean	1	179	0.4700	0.021600	0.0216
23_noVmean	1	179	0.4800	0.020000	0.0200
23_noVmean	1	179	0.4900	0.018800	0.0188
23_noVmean	1	179	0.5000	0.017200	0.0171
23_noVmean	1	179	0.5100	0.015700	0.0156
23_noVmean	1	179	0.5200	0.014600	0.0145
23_noVmean	1	179	0.5300	0.014500	0.0143
23_noVmean	1	179	0.5400	0.013200	0.0129
23_noVmean	1	179	0.5500	0.012900	0.0126
23_noVmean	1	179	0.5600	0.012000	0.0117
23_noVmean	1	179	0.5700	0.011700	0.0114
23_noVmean	1	179	0.5800	0.011100	0.0107
23_noVmean	1	179	0.5900	0.010500	0.0101
23_noVmean	1	179	0.6000	0.010000	0.0095
23_noVmean	1	179	0.6100	0.009700	0.0091
23_noVmean	1	179	0.6200	0.009400	0.0087
23_noVmean	1	179	0.6300	0.008800	0.0080
23_noVmean	1	179	0.6400	0.008600	0.0076
23_noVmean	1	179	0.6500	0.008500	0.0072
23_noVmean	1	179	0.6600	0.007900	0.0063
23_noVmean	1	179	0.6700	0.007600	0.0060
23_noVmean	1	179	0.6800	0.007000	0.0054
23_noVmean	1	179	0.6900	0.006700	0.0050
23_noVmean	1	179	0.7000	0.006200	0.0044
23_noVmean	1	179	0.7100	0.005300	0.0034
23_noVmean	1	179	0.7200	0.005200	0.0031
23_noVmean	1	179	0.7300	0.005200	0.0025
23_noVmean	1	179	0.7400	0.005300	0.0023
23_noVmean	1	179	0.7500	0.005700	0.0023
23_noVmean	1	179	0.7600	0.005700	0.0022
23_noVmean	1	179	0.7700	0.005500	0.0018
23_noVmean	1	179	0.7800	0.005300	0.0015
23_noVmean	1	179	0.7900	0.005400	0.0014
23_noVmean	1	179	0.8000	0.005700	0.0013
23_noVmean	1	179	0.8100	0.005800	0.0011
23_noVmean	1	179	0.8200	0.006100	0.0009
23_noVmean	1	179	0.8300	0.006200	0.0008
23_noVmean	1	179	0.8400	0.006400	0.0008
23_noVmean	1	179	0.8500	0.006600	0.0004
23_noVmean	1	179	0.8600	0.006900	0.0004
23_noVmean	1	179	0.8700	0.007500	0.0002
23_noVmean	1	179	0.8800	0.007900	0.0001
23_noVmean	1	179	0.8900	0.008300	0.0001
23_noVmean	1	179	0.9000	0.008800	0.0001
23_noVmean	1	179	0.9100	0.009400	0.0001
23_noVmean	1	179	0.9200	0.009900	0.0001
23_noVmean	1	179	0.9300	0.010300	0.0000
23_noVmean	1	179	0.9400	0.010900	0.0000
23_noVmean	1	179	0.9500	0.011500	0.0000
23_noVmean	1	179	0.9600	0.011700	0.0000
23_noVmean	1	179	0.9700	0.012800	0.0000
23_noVmean	1	179	0.9800	0.013500	0.0000
23_noVmean	1	179	0.9900	0.014300	0.0000
23_noVmean	1	179	1.0000	0.014400	0.0000
23_noVmean	10	179	0.0100	0.975000	0.9750
23_noVmean	10	179	0.0200	0.937000	0.9370
23_noVmean	10	179	0.0300	0.879900	0.8799
23_noVmean	10	179	0.0400	0.820000	0.8200
23_noVmean	10	179	0.0500	0.757900	0.7579
23_noVmean	10	179	0.0600	0.691500	0.6915
23_noVmean	10	179	0.0700	0.631000	0.6310
23_noVmean	10	179	0.0800	0.575400	0.5754
23_noVmean	10	179	0.0900	0.521400	0.5214
23_noVmean	10	179	0.1000	0.472300	0.4723
23_noVmean	10	179	0.1100	0.428300	0.4283
23_noVmean	10	179	0.1200	0.390600	0.3906
23_noVmean	10	179	0.1300	0.354500	0.3545
23_noVmean	10	179	0.1400	0.324900	0.3249
23_noVmean	10	179	0.1500	0.295000	0.2950
23_noVmean	10	179	0.1600	0.267700	0.2677
23_noVmean	10	179	0.1700	0.245600	0.2456
23_noVmean	10	179	0.1800	0.221400	0.2214
23_noVmean	10	179	0.1900	0.202700	0.2027
23_noVmean	10	179	0.2000	0.183600	0.1836
23_noVmean	10	179	0.2100	0.166800	0.1668
23_noVmean	10	179	0.2200	0.154200	0.1542
23_noVmean	10	179	0.2300	0.141200	0.1412
23_noVmean	10	179	0.2400	0.129000	0.1290
23_noVmean	10	179	0.2500	0.118100	0.1181
23_noVmean	10	179	0.2600	0.109000	0.1090
23_noVmean	10	179	0.2700	0.099700	0.0997
23_noVmean	10	179	0.2800	0.092500	0.0925
23_noVmean	10	179	0.2900	0.085200	0.0852
23_noVmean	10	179	0.3000	0.076600	0.0766
23_noVmean	10	179	0.3100	0.070900	0.0709
23_noVmean	10	179	0.3200	0.063700	0.0637
23_noVmean	10	179	0.3300	0.058200	0.0582
23_noVmean	10	179	0.3400	0.052300	0.0523
23_noVmean	10	179	0.3500	0.048700	0.0487
23_noVmean	10	179	0.3600	0.044800	0.0448
23_noVmean	10	179	0.3700	0.042400	0.0424
23_noVmean	10	179	0.3800	0.039300	0.0393
23_noVmean	10	179	0.3900	0.036800	0.0368
23_noVmean	10	179	0.4000	0.034300	0.0343
23_noVmean	10	179	0.4100	0.032100	0.0321
23_noVmean	10	179	0.4200	0.030300	0.0303
23_noVmean	10	179	0.4300	0.027900	0.0279
23_noVmean	10	179	0.4400	0.026400	0.0264
23_noVmean	10	179	0.4500	0.025000	0.0250
23_noVmean	10	179	0.4600	0.023600	0.0236
23_noVmean	10	179	0.4700	0.021600	0.0216
23_noVmean	10	179	0.4800	0.020000	0.0200
23_noVmean	10	179	0.4900	0.018800	0.0188
23_noVmean	10	179	0.5000	0.018100	0.0171
23_noVmean	10	179	0.5100	0.016600	0.0156
23_noVmean	10	179	0.5200	0.015500	0.0145
23_noVmean	10	179	0.5300	0.016300	0.0143
23_noVmean	10	179	0.5400	0.015900	0.0129
23_noVmean	10	179	0.5500	0.015600	0.0126
23_noVmean	10	179	0.5600	0.014700	0.0117
23_noVmean	10	179	0.5700	0.014400	0.0114
23_noVmean	10	179	0.5800	0.014700	0.0107
23_noVmean	10	179	0.5900	0.014100	0.0101
23_noVmean	10	179	0.6000	0.014500	0.0095
23_noVmean	10	179	0.6100	0.015100	0.0091
23_noVmean	10	179	0.6200	0.015700	0.0087
23_noVmean	10	179	0.6300	0.016000	0.0080
23_noVmean	10	179	0.6400	0.017600	0.0076
23_noVmean	10	179	0.6500	0.020200	0.0072
23_noVmean	10	179	0.6600	0.022300	0.0063
23_noVmean	10	179	0.6700	0.022000	0.0060
23_noVmean	10	179	0.6800	0.021400	0.0054
23_noVmean	10	179	0.6900	0.022000	0.0050
23_noVmean	10	179	0.7000	0.022400	0.0044
23_noVmean	10	179	0.7100	0.022400	0.0034
23_noVmean	10	179	0.7200	0.024100	0.0031
23_noVmean	10	179	0.7300	0.029500	0.0025
23_noVmean	10	179	0.7400	0.032300	0.0023
23_noVmean	10	179	0.7500	0.036300	0.0023
23_noVmean	10	179	0.7600	0.037200	0.0022
23_noVmean	10	179	0.7700	0.038800	0.0018
23_noVmean	10	179	0.7800	0.039500	0.0015
23_noVmean	10	179	0.7900	0.041400	0.0014
23_noVmean	10	179	0.8000	0.045300	0.0013
23_noVmean	10	179	0.8100	0.048100	0.0011
23_noVmean	10	179	0.8200	0.052900	0.0009
23_noVmean	10	179	0.8300	0.054800	0.0008
23_noVmean	10	179	0.8400	0.056800	0.0008
23_noVmean	10	179	0.8500	0.062400	0.0004
23_noVmean	10	179	0.8600	0.065400	0.0004
23_noVmean	10	179	0.8700	0.073200	0.0002
23_noVmean	10	179	0.8800	0.078100	0.0001
23_noVmean	10	179	0.8900	0.082100	0.0001
23_noVmean	10	179	0.9000	0.087100	0.0001
23_noVmean	10	179	0.9100	0.093100	0.0001
23_noVmean	10	179	0.9200	0.098100	0.0001
23_noVmean	10	179	0.9300	0.103000	0.0000
23_noVmean	10	179	0.9400	0.109000	0.0000
23_noVmean	10	179	0.9500	0.115000	0.0000
23_noVmean	10	179	0.9600	0.117000	0.0000
23_noVmean	10	179	0.9700	0.128000	0.0000
23_noVmean	10	179	0.9800	0.135000	0.0000
23_noVmean	10	179	0.9900	0.143000	0.0000
23_noVmean	10	179	1.0000	0.144000	0.0000
23_noVmean	100	179	0.0100	0.975000	0.9750
23_noVmean	100	179	0.0200	0.937000	0.9370
23_noVmean	100	179	0.0300	0.879900	0.8799
23_noVmean	100	179	0.0400	0.820000	0.8200
23_noVmean	100	179	0.0500	0.757900	0.7579
23_noVmean	100	179	0.0600	0.691500	0.6915
23_noVmean	100	179	0.0700	0.631000	0.6310
23_noVmean	100	179	0.0800	0.575400	0.5754
23_noVmean	100	179	0.0900	0.521400	0.5214
23_noVmean	100	179	0.1000	0.472300	0.4723
23_noVmean	100	179	0.1100	0.428300	0.4283
23_noVmean	100	179	0.1200	0.390600	0.3906
23_noVmean	100	179	0.1300	0.354500	0.3545
23_noVmean	100	179	0.1400	0.324900	0.3249
23_noVmean	100	179	0.1500	0.295000	0.2950
23_noVmean	100	179	0.1600	0.267700	0.2677
23_noVmean	100	179	0.1700	0.245600	0.2456
23_noVmean	100	179	0.1800	0.221400	0.2214
23_noVmean	100	179	0.1900	0.202700	0.2027
23_noVmean	100	179	0.2000	0.183600	0.1836
23_noVmean	100	179	0.2100	0.166800	0.1668
23_noVmean	100	179	0.2200	0.154200	0.1542
23_noVmean	100	179	0.2300	0.141200	0.1412
23_noVmean	100	179	0.2400	0.129000	0.1290
23_noVmean	100	179	0.2500	0.118100	0.1181
23_noVmean	100	179	0.2600	0.109000	0.1090
23_noVmean	100	179	0.2700	0.099700	0.0997
23_noVmean	100	179	0.2800	0.092500	0.0925
23_noVmean	100	179	0.2900	0.085200	0.0852
23_noVmean	100	179	0.3000	0.076600	0.0766
23_noVmean	100	179	0.3100	0.070900	0.0709
23_noVmean	100	179	0.3200	0.063700	0.0637
23_noVmean	100	179	0.3300	0.058200	0.0582
23_noVmean	100	179	0.3400	0.052300	0.0523
23_noVmean	100	179	0.3500	0.048700	0.0487
23_noVmean	100	179	0.3600	0.044800	0.0448
23_noVmean	100	179	0.3700	0.042400	0.0424
23_noVmean	100	179	0.3800	0.039300	0.0393
23_noVmean	100	179	0.3900	0.036800	0.0368
23_noVmean	100	179	0.4000	0.034300	0.0343
23_noVmean	100	179	0.4100	0.032100	0.0321
23_noVmean	100	179	0.4200	0.030300	0.0303
23_noVmean	100	179	0.4300	0.027900	0.0279
23_noVmean	100	179	0.4400	0.026400	0.0264
23_noVmean	100	179	0.4500	0.025000	0.0250
23_noVmean	100	179	0.4600	0.023600	0.0236
23_noVmean	100	179	0.4700	0.021600	0.0216
23_noVmean	100	179	0.4800	0.020000	0.0200
23_noVmean	100	179	0.4900	0.018800	0.0188
23_noVmean	100	179	0.5000	0.027100	0.0171
23_noVmean	100	179	0.5100	0.025600	0.0156
23_noVmean	100	179	0.5200	0.024500	0.0145
23_noVmean	100	179	0.5300	0.034300	0.0143
23_noVmean	100	179	0.5400	0.042900	0.0129
23_noVmean	100	179	0.5500	0.042600	0.0126
23_noVmean	100	179	0.5600	0.041700	0.0117
23_noVmean	100	179	0.5700	0.041400	0.0114
23_noVmean	100	179	0.5800	0.050700	0.0107
23_noVmean	100	179	0.5900	0.050100	0.0101
23_noVmean	100	179	0.6000	0.059500	0.0095
23_noVmean	100	179	0.6100	0.069100	0.0091
23_noVmean	100	179	0.6200	0.078700	0.0087
23_noVmean	100	179	0.6300	0.088000	0.0080
23_noVmean	100	179	0.6400	0.107600	0.0076
