# Per-prompt Iso-G sizing on tinker_gsm8k (Qwen3-8B).
# Restricts to prompts with p_x in (0.05, 0.95) for finite G sizing.
# For each (problem, seed, Y_target): smallest G s.t. yield(p_x, G) >= target,
# under both the iid baseline and the empirical anti-herding-corrected base.
# G_iid=-1 or G_emp=-1 means unreachable within G_MAX=32.
# Source: scripts/zvf_iter46_isog.py
source	seed	problem_id	p_x	delta_div	Y_target	G_iid	G_emp	dG
tinker_gsm8k	42	97	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	97	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	98	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	98	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	98	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	98	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	98	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	99	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	99	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	99	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	99	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	99	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	100	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	100	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	100	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	100	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	100	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	101	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	42	101	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	42	101	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	42	101	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	42	101	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	42	102	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	102	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	102	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	102	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	102	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	103	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	103	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	103	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	103	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	103	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	104	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	104	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	104	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	104	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	104	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	105	0.3750	0.0237	0.50	3	3	0
tinker_gsm8k	42	105	0.3750	0.0237	0.70	3	3	0
tinker_gsm8k	42	105	0.3750	0.0237	0.80	4	4	0
tinker_gsm8k	42	105	0.3750	0.0237	0.90	6	5	1
tinker_gsm8k	42	105	0.3750	0.0237	0.95	7	6	1
tinker_gsm8k	42	106	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	106	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	106	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	106	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	106	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	107	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	107	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	107	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	107	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	107	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	109	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	109	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	109	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	109	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	109	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	110	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	110	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	110	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	110	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	110	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	111	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	111	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	111	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	111	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	111	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	112	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	112	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	112	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	112	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	112	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	113	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	113	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	113	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	113	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	113	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	114	0.2500	0.1001	0.50	3	3	0
tinker_gsm8k	42	114	0.2500	0.1001	0.70	5	4	1
tinker_gsm8k	42	114	0.2500	0.1001	0.80	6	5	1
tinker_gsm8k	42	114	0.2500	0.1001	0.90	9	6	3
tinker_gsm8k	42	114	0.2500	0.1001	0.95	11	7	4
tinker_gsm8k	42	115	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	115	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	115	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	115	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	115	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	116	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	116	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	116	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	116	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	116	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	117	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	117	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	117	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	117	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	117	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	118	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	118	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	118	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	118	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	118	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	119	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	119	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	119	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	119	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	119	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	121	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	121	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	121	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	121	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	121	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	122	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	122	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	122	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	122	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	122	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	123	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	123	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	123	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	123	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	123	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	124	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	124	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	124	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	124	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	124	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	125	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	125	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	125	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	125	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	125	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	126	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	126	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	126	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	126	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	126	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	127	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	127	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	127	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	127	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	127	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	129	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	129	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	129	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	129	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	129	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	130	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	130	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	130	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	130	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	130	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	131	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	131	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	131	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	131	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	131	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	132	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	132	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	132	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	132	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	132	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	133	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	133	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	133	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	133	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	133	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	134	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	134	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	134	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	134	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	134	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	135	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	135	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	135	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	135	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	135	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	137	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	137	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	137	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	137	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	137	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	138	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	138	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	138	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	138	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	138	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	139	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	139	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	139	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	139	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	139	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	140	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	140	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	140	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	140	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	140	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	141	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	141	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	141	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	141	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	141	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	142	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	142	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	142	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	142	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	142	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	143	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	143	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	143	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	143	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	143	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	144	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	144	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	144	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	144	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	144	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	145	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	145	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	145	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	145	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	145	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	146	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	146	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	146	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	146	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	146	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	147	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	147	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	147	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	147	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	147	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	148	0.3750	0.0237	0.50	3	3	0
tinker_gsm8k	42	148	0.3750	0.0237	0.70	3	3	0
tinker_gsm8k	42	148	0.3750	0.0237	0.80	4	4	0
tinker_gsm8k	42	148	0.3750	0.0237	0.90	6	5	1
tinker_gsm8k	42	148	0.3750	0.0237	0.95	7	6	1
tinker_gsm8k	42	149	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	42	149	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	42	149	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	42	149	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	42	149	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	42	150	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	150	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	150	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	150	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	150	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	151	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	42	151	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	42	151	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	42	151	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	42	151	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	42	152	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	42	152	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	42	152	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	42	152	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	42	152	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	42	153	0.3750	0.0237	0.50	3	3	0
tinker_gsm8k	42	153	0.3750	0.0237	0.70	3	3	0
tinker_gsm8k	42	153	0.3750	0.0237	0.80	4	4	0
tinker_gsm8k	42	153	0.3750	0.0237	0.90	6	5	1
tinker_gsm8k	42	153	0.3750	0.0237	0.95	7	6	1
tinker_gsm8k	42	154	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	154	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	154	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	154	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	154	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	155	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	155	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	155	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	155	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	155	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	156	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	156	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	156	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	156	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	156	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	157	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	42	157	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	42	157	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	42	157	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	42	157	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	42	158	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	42	158	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	42	158	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	42	158	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	42	158	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	42	160	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	160	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	160	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	160	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	160	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	161	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	161	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	161	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	161	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	161	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	163	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	163	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	163	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	163	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	163	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	164	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	164	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	164	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	164	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	164	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	165	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	42	165	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	42	165	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	42	165	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	42	165	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	42	166	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	166	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	166	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	166	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	166	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	167	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	42	167	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	42	167	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	42	167	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	42	167	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	42	168	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	42	168	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	42	168	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	42	168	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	42	168	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	42	170	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	170	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	170	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	170	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	170	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	171	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	171	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	171	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	171	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	171	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	172	0.1250	0.3436	0.50	6	2	4
tinker_gsm8k	42	172	0.1250	0.3436	0.70	10	4	6
tinker_gsm8k	42	172	0.1250	0.3436	0.80	13	5	8
tinker_gsm8k	42	172	0.1250	0.3436	0.90	18	7	11
tinker_gsm8k	42	172	0.1250	0.3436	0.95	23	7	16
tinker_gsm8k	42	173	0.3750	0.0237	0.50	3	3	0
tinker_gsm8k	42	173	0.3750	0.0237	0.70	3	3	0
tinker_gsm8k	42	173	0.3750	0.0237	0.80	4	4	0
tinker_gsm8k	42	173	0.3750	0.0237	0.90	6	5	1
tinker_gsm8k	42	173	0.3750	0.0237	0.95	7	6	1
tinker_gsm8k	42	174	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	174	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	174	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	174	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	174	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	175	0.1250	0.3436	0.50	6	2	4
tinker_gsm8k	42	175	0.1250	0.3436	0.70	10	4	6
tinker_gsm8k	42	175	0.1250	0.3436	0.80	13	5	8
tinker_gsm8k	42	175	0.1250	0.3436	0.90	18	7	11
tinker_gsm8k	42	175	0.1250	0.3436	0.95	23	7	16
tinker_gsm8k	42	176	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	176	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	176	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	176	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	176	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	177	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	42	177	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	42	177	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	42	177	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	42	177	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	42	178	0.1250	0.3436	0.50	6	2	4
tinker_gsm8k	42	178	0.1250	0.3436	0.70	10	4	6
tinker_gsm8k	42	178	0.1250	0.3436	0.80	13	5	8
tinker_gsm8k	42	178	0.1250	0.3436	0.90	18	7	11
tinker_gsm8k	42	178	0.1250	0.3436	0.95	23	7	16
tinker_gsm8k	42	179	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	179	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	179	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	179	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	179	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	180	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	42	180	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	42	180	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	42	180	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	42	180	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	42	181	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	181	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	181	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	181	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	181	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	182	0.2500	0.1001	0.50	3	3	0
tinker_gsm8k	42	182	0.2500	0.1001	0.70	5	4	1
tinker_gsm8k	42	182	0.2500	0.1001	0.80	6	5	1
tinker_gsm8k	42	182	0.2500	0.1001	0.90	9	6	3
tinker_gsm8k	42	182	0.2500	0.1001	0.95	11	7	4
tinker_gsm8k	42	183	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	183	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	183	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	183	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	183	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	184	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	184	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	184	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	184	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	184	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	185	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	185	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	185	0.8750	0.3436	0.80	13	5	8
