cell_id	mutation_id	mutation_name	n_checks_failed	flipped_check_ids	caught
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	M8	per_step_zvf_path_break	1	C10	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	M1	cell_id_swap_hash	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	M2	model_family_swap	0		0
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	M3	task_slice_swap	1	C03	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	M4	G_swap	1	C04	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	M5	temperature_swap	1	C05	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	M6	seed_swap	1	C06	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	M7	heldout_split_swap	1	C07	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	M5	temperature_swap	1	C05	1
