method	step	tau	G_N	zvf_step	n_boundary_prompts	n_total_prompts	mean_restored_step
areal	23	0.65	12	0.8125	13	16	0.0144
areal	24	0.65	12	0.875	14	16	0.0132
areal	26	0.65	12	0.875	14	16	0.0055
areal	27	0.65	12	0.9375	15	16	0.0043
areal	28	0.65	12	0.875	14	16	0.0101
areal	29	0.65	12	0.8125	13	16	0.0182
areal	30	0.65	12	0.75	12	16	0.0233
areal	32	0.65	12	0.75	12	16	0.0157
areal	34	0.65	12	0.6875	11	16	0.0398
areal	35	0.65	12	0.8125	13	16	0.0221
areal	36	0.65	12	0.75	12	16	0.0233
areal	37	0.65	12	0.6875	11	16	0.023
areal	38	0.65	12	0.8125	13	16	0.0144
areal	39	0.65	12	0.75	12	16	0.0187
areal	0	0.65	16	0.6875	11	16	0.0367
areal	2	0.65	16	0.6875	11	16	0.0569
areal	3	0.65	16	0.6875	11	16	0.0283
areal	5	0.65	16	0.75	12	16	0.0311
areal	6	0.65	16	0.6875	11	16	0.0452
areal	7	0.65	16	0.875	14	16	0.0282
areal	9	0.65	16	0.6875	11	16	0.0241
areal	10	0.65	16	0.6875	11	16	0.0578
areal	12	0.65	16	0.8125	13	16	0.0043
areal	14	0.65	16	0.6875	11	16	0.0399
areal	15	0.65	16	0.6875	11	16	0.0578
areal	19	0.65	16	0.75	12	16	0.0122
areal	20	0.65	16	0.6875	11	16	0.0127
areal	21	0.65	16	0.6875	11	16	0.0569
areal	22	0.65	16	0.8125	13	16	0.0287
areal	23	0.65	16	0.8125	13	16	0.0212
areal	24	0.65	16	0.875	14	16	0.0197
areal	26	0.65	16	0.875	14	16	0.0071
areal	27	0.65	16	0.9375	15	16	0.0056
areal	28	0.65	16	0.875	14	16	0.0155
areal	29	0.65	16	0.8125	13	16	0.0287
areal	30	0.65	16	0.75	12	16	0.0353
areal	32	0.65	16	0.75	12	16	0.0226
areal	34	0.65	16	0.6875	11	16	0.062
areal	35	0.65	16	0.8125	13	16	0.0338
areal	36	0.65	16	0.75	12	16	0.0353
areal	37	0.65	16	0.6875	11	16	0.0348
areal	38	0.65	16	0.8125	13	16	0.0212
areal	39	0.65	16	0.75	12	16	0.0268
areal	0	0.65	32	0.6875	11	16	0.0504
areal	2	0.65	32	0.6875	11	16	0.0829
areal	3	0.65	32	0.6875	11	16	0.0361
areal	5	0.65	32	0.75	12	16	0.0442
areal	6	0.65	32	0.6875	11	16	0.0648
areal	7	0.65	32	0.875	14	16	0.0412
areal	9	0.65	32	0.6875	11	16	0.0313
areal	10	0.65	32	0.6875	11	16	0.0839
areal	12	0.65	32	0.8125	13	16	0.0044
areal	14	0.65	32	0.6875	11	16	0.0542
areal	15	0.65	32	0.6875	11	16	0.0839
areal	19	0.65	32	0.75	12	16	0.0135
areal	20	0.65	32	0.6875	11	16	0.014
areal	21	0.65	32	0.6875	11	16	0.0829
areal	22	0.65	32	0.8125	13	16	0.0417
areal	23	0.65	32	0.8125	13	16	0.0283
areal	24	0.65	32	0.875	14	16	0.0269
areal	26	0.65	32	0.875	14	16	0.0077
areal	27	0.65	32	0.9375	15	16	0.0063
areal	28	0.65	32	0.875	14	16	0.0221
areal	29	0.65	32	0.8125	13	16	0.0417
areal	30	0.65	32	0.75	12	16	0.0489
areal	32	0.65	32	0.75	12	16	0.0298
areal	34	0.65	32	0.6875	11	16	0.0887
areal	35	0.65	32	0.8125	13	16	0.0475
areal	36	0.65	32	0.75	12	16	0.0489
areal	37	0.65	32	0.6875	11	16	0.0484
areal	38	0.65	32	0.8125	13	16	0.0283
areal	39	0.65	32	0.75	12	16	0.0346
areal	5	0.7	12	0.75	12	16	0.0203
areal	7	0.7	12	0.875	14	16	0.0178
areal	12	0.7	12	0.8125	13	16	0.0038
areal	19	0.7	12	0.75	12	16	0.0095
areal	22	0.7	12	0.8125	13	16	0.0182
areal	23	0.7	12	0.8125	13	16	0.0144
areal	24	0.7	12	0.875	14	16	0.0132
areal	26	0.7	12	0.875	14	16	0.0055
areal	27	0.7	12	0.9375	15	16	0.0043
areal	28	0.7	12	0.875	14	16	0.0101
areal	29	0.7	12	0.8125	13	16	0.0182
areal	30	0.7	12	0.75	12	16	0.0233
areal	32	0.7	12	0.75	12	16	0.0157
areal	35	0.7	12	0.8125	13	16	0.0221
areal	36	0.7	12	0.75	12	16	0.0233
areal	38	0.7	12	0.8125	13	16	0.0144
areal	39	0.7	12	0.75	12	16	0.0187
areal	5	0.7	16	0.75	12	16	0.0311
areal	7	0.7	16	0.875	14	16	0.0282
areal	12	0.7	16	0.8125	13	16	0.0043
areal	19	0.7	16	0.75	12	16	0.0122
areal	22	0.7	16	0.8125	13	16	0.0287
areal	23	0.7	16	0.8125	13	16	0.0212
areal	24	0.7	16	0.875	14	16	0.0197
areal	26	0.7	16	0.875	14	16	0.0071
areal	27	0.7	16	0.9375	15	16	0.0056
areal	28	0.7	16	0.875	14	16	0.0155
areal	29	0.7	16	0.8125	13	16	0.0287
areal	30	0.7	16	0.75	12	16	0.0353
areal	32	0.7	16	0.75	12	16	0.0226
areal	35	0.7	16	0.8125	13	16	0.0338
areal	36	0.7	16	0.75	12	16	0.0353
areal	38	0.7	16	0.8125	13	16	0.0212
areal	39	0.7	16	0.75	12	16	0.0268
areal	5	0.7	32	0.75	12	16	0.0442
areal	7	0.7	32	0.875	14	16	0.0412
areal	12	0.7	32	0.8125	13	16	0.0044
areal	19	0.7	32	0.75	12	16	0.0135
areal	22	0.7	32	0.8125	13	16	0.0417
areal	23	0.7	32	0.8125	13	16	0.0283
areal	24	0.7	32	0.875	14	16	0.0269
areal	26	0.7	32	0.875	14	16	0.0077
areal	27	0.7	32	0.9375	15	16	0.0063
areal	28	0.7	32	0.875	14	16	0.0221
areal	29	0.7	32	0.8125	13	16	0.0417
areal	30	0.7	32	0.75	12	16	0.0489
areal	32	0.7	32	0.75	12	16	0.0298
areal	35	0.7	32	0.8125	13	16	0.0475
areal	36	0.7	32	0.75	12	16	0.0489
areal	38	0.7	32	0.8125	13	16	0.0283
areal	39	0.7	32	0.75	12	16	0.0346
areal	5	0.75	12	0.75	12	16	0.0203
areal	7	0.75	12	0.875	14	16	0.0178
areal	12	0.75	12	0.8125	13	16	0.0038
areal	19	0.75	12	0.75	12	16	0.0095
areal	22	0.75	12	0.8125	13	16	0.0182
areal	23	0.75	12	0.8125	13	16	0.0144
areal	24	0.75	12	0.875	14	16	0.0132
areal	26	0.75	12	0.875	14	16	0.0055
areal	27	0.75	12	0.9375	15	16	0.0043
areal	28	0.75	12	0.875	14	16	0.0101
areal	29	0.75	12	0.8125	13	16	0.0182
areal	30	0.75	12	0.75	12	16	0.0233
areal	32	0.75	12	0.75	12	16	0.0157
areal	35	0.75	12	0.8125	13	16	0.0221
areal	36	0.75	12	0.75	12	16	0.0233
areal	38	0.75	12	0.8125	13	16	0.0144
areal	39	0.75	12	0.75	12	16	0.0187
areal	5	0.75	16	0.75	12	16	0.0311
areal	7	0.75	16	0.875	14	16	0.0282
areal	12	0.75	16	0.8125	13	16	0.0043
areal	19	0.75	16	0.75	12	16	0.0122
areal	22	0.75	16	0.8125	13	16	0.0287
areal	23	0.75	16	0.8125	13	16	0.0212
areal	24	0.75	16	0.875	14	16	0.0197
areal	26	0.75	16	0.875	14	16	0.0071
areal	27	0.75	16	0.9375	15	16	0.0056
areal	28	0.75	16	0.875	14	16	0.0155
areal	29	0.75	16	0.8125	13	16	0.0287
areal	30	0.75	16	0.75	12	16	0.0353
areal	32	0.75	16	0.75	12	16	0.0226
areal	35	0.75	16	0.8125	13	16	0.0338
areal	36	0.75	16	0.75	12	16	0.0353
areal	38	0.75	16	0.8125	13	16	0.0212
areal	39	0.75	16	0.75	12	16	0.0268
areal	5	0.75	32	0.75	12	16	0.0442
areal	7	0.75	32	0.875	14	16	0.0412
areal	12	0.75	32	0.8125	13	16	0.0044
areal	19	0.75	32	0.75	12	16	0.0135
areal	22	0.75	32	0.8125	13	16	0.0417
areal	23	0.75	32	0.8125	13	16	0.0283
areal	24	0.75	32	0.875	14	16	0.0269
areal	26	0.75	32	0.875	14	16	0.0077
areal	27	0.75	32	0.9375	15	16	0.0063
areal	28	0.75	32	0.875	14	16	0.0221
areal	29	0.75	32	0.8125	13	16	0.0417
areal	30	0.75	32	0.75	12	16	0.0489
areal	32	0.75	32	0.75	12	16	0.0298
areal	35	0.75	32	0.8125	13	16	0.0475
areal	36	0.75	32	0.75	12	16	0.0489
areal	38	0.75	32	0.8125	13	16	0.0283
areal	39	0.75	32	0.75	12	16	0.0346
areal	7	0.8	12	0.875	14	16	0.0178
areal	12	0.8	12	0.8125	13	16	0.0038
areal	22	0.8	12	0.8125	13	16	0.0182
areal	23	0.8	12	0.8125	13	16	0.0144
areal	24	0.8	12	0.875	14	16	0.0132
areal	26	0.8	12	0.875	14	16	0.0055
areal	27	0.8	12	0.9375	15	16	0.0043
areal	28	0.8	12	0.875	14	16	0.0101
areal	29	0.8	12	0.8125	13	16	0.0182
areal	35	0.8	12	0.8125	13	16	0.0221
areal	38	0.8	12	0.8125	13	16	0.0144
areal	7	0.8	16	0.875	14	16	0.0282
areal	12	0.8	16	0.8125	13	16	0.0043
areal	22	0.8	16	0.8125	13	16	0.0287
areal	23	0.8	16	0.8125	13	16	0.0212
areal	24	0.8	16	0.875	14	16	0.0197
areal	26	0.8	16	0.875	14	16	0.0071
areal	27	0.8	16	0.9375	15	16	0.0056
areal	28	0.8	16	0.875	14	16	0.0155
areal	29	0.8	16	0.8125	13	16	0.0287
areal	35	0.8	16	0.8125	13	16	0.0338
areal	38	0.8	16	0.8125	13	16	0.0212
areal	7	0.8	32	0.875	14	16	0.0412
areal	12	0.8	32	0.8125	13	16	0.0044
areal	22	0.8	32	0.8125	13	16	0.0417
areal	23	0.8	32	0.8125	13	16	0.0283
areal	24	0.8	32	0.875	14	16	0.0269
areal	26	0.8	32	0.875	14	16	0.0077
areal	27	0.8	32	0.9375	15	16	0.0063
areal	28	0.8	32	0.875	14	16	0.0221
areal	29	0.8	32	0.8125	13	16	0.0417
areal	35	0.8	32	0.8125	13	16	0.0475
areal	38	0.8	32	0.8125	13	16	0.0283
