method	step	prompt	k	p_hat	regime	zvf_step	is_sat_band	g_baseline	g_zvf70	g_dual	g_hybrid	zvf_baseline	zvf_zvf70	zvf_dual	zvf_hybrid
aero	12	12	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	12	13	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	12	14	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	12	15	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	13	0	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	13	1	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	13	2	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	13	3	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	13	4	2	0.25	mid	0.5625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
aero	13	5	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	13	6	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	13	7	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	13	8	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	13	9	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	13	10	6	0.75	mid	0.5625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	13	11	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	13	12	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	13	13	3	0.375	mid	0.5625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	13	14	0	0.0	saturated	0.5625	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	13	15	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	14	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	14	1	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	14	2	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	14	3	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	14	4	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	14	5	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	14	6	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	14	7	7	0.875	boundary	0.75	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	14	8	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	14	9	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
aero	14	10	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	14	11	7	0.875	boundary	0.75	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	14	12	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	14	13	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	14	14	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
aero	14	15	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	15	0	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	15	1	3	0.375	mid	0.8125	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
aero	15	2	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	15	3	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	15	4	1	0.125	boundary	0.8125	False	8	16	16	16	0.3436	0.1181	0.1181	0.1181
aero	15	5	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	15	6	5	0.625	mid	0.8125	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
aero	15	7	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	15	8	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	15	9	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	15	10	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	15	11	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	15	12	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	15	13	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	15	14	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	15	15	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	16	0	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	16	1	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	16	2	1	0.125	boundary	0.5625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	16	3	0	0.0	saturated	0.5625	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	16	4	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	16	5	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	16	6	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	16	7	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	16	8	2	0.25	mid	0.5625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
aero	16	9	6	0.75	mid	0.5625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	16	10	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	16	11	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	16	12	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	16	13	7	0.875	boundary	0.5625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	16	14	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	16	15	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	17	0	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	17	1	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	17	2	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	17	3	7	0.875	boundary	0.5625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	17	4	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	17	5	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	17	6	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	17	7	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	17	8	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	17	9	0	0.0	saturated	0.5625	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	17	10	6	0.75	mid	0.5625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	17	11	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	17	12	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	17	13	3	0.375	mid	0.5625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	17	14	5	0.625	mid	0.5625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	17	15	7	0.875	boundary	0.5625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	18	0	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	18	1	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	18	2	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	18	3	4	0.5	mid	0.625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	18	4	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	18	5	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	18	6	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	18	7	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	18	8	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	18	9	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	18	10	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	18	11	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	18	12	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	18	13	4	0.5	mid	0.625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	18	14	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	18	15	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	19	0	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	19	1	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	19	2	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	19	3	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	19	4	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	19	5	5	0.625	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	19	6	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	19	7	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	19	8	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	19	9	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	19	10	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	19	11	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	19	12	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	19	13	4	0.5	mid	0.625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	19	14	1	0.125	boundary	0.625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	19	15	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	20	0	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	20	1	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	20	2	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	20	3	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	20	4	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	20	5	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	20	6	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	20	7	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	20	8	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	20	9	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	20	10	4	0.5	mid	0.625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	20	11	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	20	12	1	0.125	boundary	0.625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	20	13	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	20	14	4	0.5	mid	0.625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	20	15	3	0.375	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	21	0	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	21	1	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	21	2	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	21	3	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	21	4	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	21	5	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	21	6	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	21	7	1	0.125	boundary	0.8125	False	8	16	16	16	0.3436	0.1181	0.1181	0.1181
aero	21	8	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	21	9	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	21	10	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	21	11	4	0.5	mid	0.8125	False	8	16	16	16	0.0078	0.0	0.0	0.0
aero	21	12	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	21	13	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	21	14	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	21	15	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	22	0	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	22	1	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	22	2	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	22	3	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	22	4	5	0.625	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	22	5	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	22	6	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	22	7	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	22	8	1	0.125	boundary	0.6875	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	22	9	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	22	10	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	22	11	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	22	12	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	22	13	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	22	14	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	22	15	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	23	0	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	23	1	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	23	2	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	23	3	6	0.75	mid	0.8125	False	8	16	8	16	0.1001	0.01	0.1001	0.01
aero	23	4	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	23	5	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	23	6	2	0.25	mid	0.8125	False	8	16	16	16	0.1001	0.01	0.01	0.01
aero	23	7	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	23	8	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	23	9	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	23	10	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	23	11	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	23	12	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	23	13	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	23	14	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	23	15	0	0.0	saturated	0.8125	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	24	0	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	24	1	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	24	2	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	24	3	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	24	4	1	0.125	boundary	0.8125	False	8	16	16	16	0.3436	0.1181	0.1181	0.1181
aero	24	5	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	24	6	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	24	7	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	24	8	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	24	9	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	24	10	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	24	11	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	24	12	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	24	13	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	24	14	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	24	15	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	25	0	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	25	1	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	25	2	3	0.375	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	25	3	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	25	4	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	25	5	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	25	6	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	25	7	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	25	8	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	25	9	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	25	10	6	0.75	mid	0.6875	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	25	11	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	25	12	2	0.25	mid	0.6875	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
aero	25	13	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	25	14	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	25	15	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	26	0	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	26	1	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	26	2	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	26	3	0	0.0	saturated	0.875	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	26	4	6	0.75	mid	0.875	False	8	16	8	16	0.1001	0.01	0.1001	0.01
aero	26	5	0	0.0	saturated	0.875	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	26	6	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	26	7	3	0.375	mid	0.875	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
aero	26	8	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	26	9	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	26	10	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	26	11	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	26	12	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	26	13	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	26	14	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	26	15	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	27	0	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	1	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	2	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	3	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	4	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	5	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	6	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	7	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	8	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	9	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	10	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	11	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	12	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	13	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	27	14	5	0.625	mid	0.9375	True	8	16	16	4	0.0237	0.0005	0.0005	0.1724
aero	27	15	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
aero	28	0	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	28	1	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	28	2	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	28	3	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	28	4	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	28	5	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	28	6	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	28	7	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	28	8	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	28	9	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	28	10	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	28	11	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	28	12	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	28	13	1	0.125	boundary	0.8125	False	8	16	16	16	0.3436	0.1181	0.1181	0.1181
aero	28	14	4	0.5	mid	0.8125	False	8	16	16	16	0.0078	0.0	0.0	0.0
aero	28	15	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	0	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	1	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	2	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	3	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	4	2	0.25	mid	0.875	False	8	16	16	16	0.1001	0.01	0.01	0.01
aero	29	5	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	6	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	7	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	8	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	9	6	0.75	mid	0.875	False	8	16	8	16	0.1001	0.01	0.1001	0.01
aero	29	10	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	11	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	12	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	13	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	14	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	29	15	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	0	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	1	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	2	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	3	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	4	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	5	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	6	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	7	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	8	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	30	9	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	10	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
