method	step	prompt_index	k_p_at_G8	boundary_at_G8	tau	G_N	y_at_G8	y_at_G_N	restored
aero	24	11	8	1	0.7	16	0.0	0.0	0.0
aero	24	12	8	1	0.7	16	0.0	0.0	0.0
aero	24	13	8	1	0.7	16	0.0	0.0	0.0
aero	24	14	8	1	0.7	16	0.0	0.0	0.0
aero	24	15	8	1	0.7	16	0.0	0.0	0.0
aero	26	0	8	1	0.7	16	0.0	0.0	0.0
aero	26	1	8	1	0.7	16	0.0	0.0	0.0
aero	26	2	8	1	0.7	16	0.0	0.0	0.0
aero	26	3	0	1	0.7	16	0.0	0.0	0.0
aero	26	4	6	0	0.7	16	0.8999	0.99	0.0901
aero	26	5	0	1	0.7	16	0.0	0.0	0.0
aero	26	6	8	1	0.7	16	0.0	0.0	0.0
aero	26	7	3	0	0.7	16	0.9763	0.9995	0.0231
aero	26	8	8	1	0.7	16	0.0	0.0	0.0
aero	26	9	8	1	0.7	16	0.0	0.0	0.0
aero	26	10	8	1	0.7	16	0.0	0.0	0.0
aero	26	11	8	1	0.7	16	0.0	0.0	0.0
aero	26	12	8	1	0.7	16	0.0	0.0	0.0
aero	26	13	8	1	0.7	16	0.0	0.0	0.0
aero	26	14	8	1	0.7	16	0.0	0.0	0.0
aero	26	15	8	1	0.7	16	0.0	0.0	0.0
aero	27	0	8	1	0.7	16	0.0	0.0	0.0
aero	27	1	8	1	0.7	16	0.0	0.0	0.0
aero	27	2	8	1	0.7	16	0.0	0.0	0.0
aero	27	3	8	1	0.7	16	0.0	0.0	0.0
aero	27	4	8	1	0.7	16	0.0	0.0	0.0
aero	27	5	8	1	0.7	16	0.0	0.0	0.0
aero	27	6	8	1	0.7	16	0.0	0.0	0.0
aero	27	7	8	1	0.7	16	0.0	0.0	0.0
aero	27	8	8	1	0.7	16	0.0	0.0	0.0
aero	27	9	8	1	0.7	16	0.0	0.0	0.0
aero	27	10	8	1	0.7	16	0.0	0.0	0.0
aero	27	11	8	1	0.7	16	0.0	0.0	0.0
aero	27	12	8	1	0.7	16	0.0	0.0	0.0
aero	27	13	8	1	0.7	16	0.0	0.0	0.0
aero	27	14	5	0	0.7	16	0.9763	0.9995	0.0231
aero	27	15	8	1	0.7	16	0.0	0.0	0.0
aero	28	0	8	1	0.7	16	0.0	0.0	0.0
aero	28	1	8	1	0.7	16	0.0	0.0	0.0
aero	28	2	8	1	0.7	16	0.0	0.0	0.0
aero	28	3	8	1	0.7	16	0.0	0.0	0.0
aero	28	4	8	1	0.7	16	0.0	0.0	0.0
aero	28	5	8	1	0.7	16	0.0	0.0	0.0
aero	28	6	8	1	0.7	16	0.0	0.0	0.0
aero	28	7	8	1	0.7	16	0.0	0.0	0.0
aero	28	8	8	1	0.7	16	0.0	0.0	0.0
aero	28	9	8	1	0.7	16	0.0	0.0	0.0
aero	28	10	8	1	0.7	16	0.0	0.0	0.0
aero	28	11	8	1	0.7	16	0.0	0.0	0.0
aero	28	12	7	0	0.7	16	0.6564	0.8819	0.2255
aero	28	13	1	0	0.7	16	0.6564	0.8819	0.2255
aero	28	14	4	0	0.7	16	0.9922	1.0	0.0078
aero	28	15	8	1	0.7	16	0.0	0.0	0.0
aero	29	0	8	1	0.7	16	0.0	0.0	0.0
aero	29	1	8	1	0.7	16	0.0	0.0	0.0
aero	29	2	8	1	0.7	16	0.0	0.0	0.0
aero	29	3	8	1	0.7	16	0.0	0.0	0.0
aero	29	4	2	0	0.7	16	0.8999	0.99	0.0901
aero	29	5	8	1	0.7	16	0.0	0.0	0.0
aero	29	6	8	1	0.7	16	0.0	0.0	0.0
aero	29	7	8	1	0.7	16	0.0	0.0	0.0
aero	29	8	8	1	0.7	16	0.0	0.0	0.0
aero	29	9	6	0	0.7	16	0.8999	0.99	0.0901
aero	29	10	8	1	0.7	16	0.0	0.0	0.0
aero	29	11	8	1	0.7	16	0.0	0.0	0.0
aero	29	12	8	1	0.7	16	0.0	0.0	0.0
aero	29	13	8	1	0.7	16	0.0	0.0	0.0
aero	29	14	8	1	0.7	16	0.0	0.0	0.0
aero	29	15	8	1	0.7	16	0.0	0.0	0.0
aero	30	0	8	1	0.7	16	0.0	0.0	0.0
aero	30	1	8	1	0.7	16	0.0	0.0	0.0
aero	30	2	8	1	0.7	16	0.0	0.0	0.0
aero	30	3	8	1	0.7	16	0.0	0.0	0.0
aero	30	4	8	1	0.7	16	0.0	0.0	0.0
aero	30	5	8	1	0.7	16	0.0	0.0	0.0
aero	30	6	8	1	0.7	16	0.0	0.0	0.0
aero	30	7	8	1	0.7	16	0.0	0.0	0.0
aero	30	8	7	0	0.7	16	0.6564	0.8819	0.2255
aero	30	9	8	1	0.7	16	0.0	0.0	0.0
aero	30	10	7	0	0.7	16	0.6564	0.8819	0.2255
aero	30	11	8	1	0.7	16	0.0	0.0	0.0
aero	30	12	8	1	0.7	16	0.0	0.0	0.0
aero	30	13	8	1	0.7	16	0.0	0.0	0.0
aero	30	14	8	1	0.7	16	0.0	0.0	0.0
aero	30	15	2	0	0.7	16	0.8999	0.99	0.0901
aero	31	0	8	1	0.7	16	0.0	0.0	0.0
aero	31	1	0	1	0.7	16	0.0	0.0	0.0
aero	31	2	8	1	0.7	16	0.0	0.0	0.0
aero	31	3	8	1	0.7	16	0.0	0.0	0.0
aero	31	4	8	1	0.7	16	0.0	0.0	0.0
aero	31	5	8	1	0.7	16	0.0	0.0	0.0
aero	31	6	7	0	0.7	16	0.6564	0.8819	0.2255
aero	31	7	6	0	0.7	16	0.8999	0.99	0.0901
aero	31	8	8	1	0.7	16	0.0	0.0	0.0
aero	31	9	8	1	0.7	16	0.0	0.0	0.0
aero	31	10	8	1	0.7	16	0.0	0.0	0.0
aero	31	11	8	1	0.7	16	0.0	0.0	0.0
aero	31	12	7	0	0.7	16	0.6564	0.8819	0.2255
aero	31	13	8	1	0.7	16	0.0	0.0	0.0
aero	31	14	8	1	0.7	16	0.0	0.0	0.0
aero	31	15	8	1	0.7	16	0.0	0.0	0.0
aero	32	0	8	1	0.7	16	0.0	0.0	0.0
aero	32	1	7	0	0.7	16	0.6564	0.8819	0.2255
aero	32	2	8	1	0.7	16	0.0	0.0	0.0
aero	32	3	8	1	0.7	16	0.0	0.0	0.0
aero	32	4	8	1	0.7	16	0.0	0.0	0.0
aero	32	5	8	1	0.7	16	0.0	0.0	0.0
aero	32	6	8	1	0.7	16	0.0	0.0	0.0
aero	32	7	8	1	0.7	16	0.0	0.0	0.0
aero	32	8	8	1	0.7	16	0.0	0.0	0.0
aero	32	9	4	0	0.7	16	0.9922	1.0	0.0078
aero	32	10	8	1	0.7	16	0.0	0.0	0.0
aero	32	11	3	0	0.7	16	0.9763	0.9995	0.0231
aero	32	12	8	1	0.7	16	0.0	0.0	0.0
aero	32	13	8	1	0.7	16	0.0	0.0	0.0
aero	32	14	2	0	0.7	16	0.8999	0.99	0.0901
aero	32	15	8	1	0.7	16	0.0	0.0	0.0
aero	34	0	8	1	0.7	16	0.0	0.0	0.0
aero	34	1	8	1	0.7	16	0.0	0.0	0.0
aero	34	2	8	1	0.7	16	0.0	0.0	0.0
aero	34	3	8	1	0.7	16	0.0	0.0	0.0
aero	34	4	7	0	0.7	16	0.6564	0.8819	0.2255
aero	34	5	8	1	0.7	16	0.0	0.0	0.0
aero	34	6	0	1	0.7	16	0.0	0.0	0.0
aero	34	7	8	1	0.7	16	0.0	0.0	0.0
aero	34	8	8	1	0.7	16	0.0	0.0	0.0
aero	34	9	3	0	0.7	16	0.9763	0.9995	0.0231
aero	34	10	8	1	0.7	16	0.0	0.0	0.0
aero	34	11	8	1	0.7	16	0.0	0.0	0.0
aero	34	12	8	1	0.7	16	0.0	0.0	0.0
aero	34	13	8	1	0.7	16	0.0	0.0	0.0
aero	34	14	8	1	0.7	16	0.0	0.0	0.0
aero	34	15	8	1	0.7	16	0.0	0.0	0.0
aero	35	0	7	0	0.7	16	0.6564	0.8819	0.2255
aero	35	1	8	1	0.7	16	0.0	0.0	0.0
aero	35	2	8	1	0.7	16	0.0	0.0	0.0
aero	35	3	8	1	0.7	16	0.0	0.0	0.0
aero	35	4	0	1	0.7	16	0.0	0.0	0.0
aero	35	5	8	1	0.7	16	0.0	0.0	0.0
aero	35	6	8	1	0.7	16	0.0	0.0	0.0
aero	35	7	6	0	0.7	16	0.8999	0.99	0.0901
aero	35	8	0	1	0.7	16	0.0	0.0	0.0
aero	35	9	8	1	0.7	16	0.0	0.0	0.0
aero	35	10	8	1	0.7	16	0.0	0.0	0.0
aero	35	11	8	1	0.7	16	0.0	0.0	0.0
aero	35	12	8	1	0.7	16	0.0	0.0	0.0
aero	35	13	8	1	0.7	16	0.0	0.0	0.0
aero	35	14	4	0	0.7	16	0.9922	1.0	0.0078
aero	35	15	8	1	0.7	16	0.0	0.0	0.0
aero	36	0	6	0	0.7	16	0.8999	0.99	0.0901
aero	36	1	8	1	0.7	16	0.0	0.0	0.0
aero	36	2	0	1	0.7	16	0.0	0.0	0.0
aero	36	3	6	0	0.7	16	0.8999	0.99	0.0901
aero	36	4	8	1	0.7	16	0.0	0.0	0.0
aero	36	5	8	1	0.7	16	0.0	0.0	0.0
aero	36	6	8	1	0.7	16	0.0	0.0	0.0
aero	36	7	8	1	0.7	16	0.0	0.0	0.0
aero	36	8	8	1	0.7	16	0.0	0.0	0.0
aero	36	9	8	1	0.7	16	0.0	0.0	0.0
aero	36	10	8	1	0.7	16	0.0	0.0	0.0
aero	36	11	8	1	0.7	16	0.0	0.0	0.0
aero	36	12	8	1	0.7	16	0.0	0.0	0.0
aero	36	13	8	1	0.7	16	0.0	0.0	0.0
aero	36	14	8	1	0.7	16	0.0	0.0	0.0
aero	36	15	7	0	0.7	16	0.6564	0.8819	0.2255
gift	0	0	8	1	0.7	16	0.0	0.0	0.0
gift	0	1	4	0	0.7	16	0.9922	1.0	0.0078
gift	0	2	8	1	0.7	16	0.0	0.0	0.0
gift	0	3	8	1	0.7	16	0.0	0.0	0.0
gift	0	4	8	1	0.7	16	0.0	0.0	0.0
gift	0	5	8	1	0.7	16	0.0	0.0	0.0
gift	0	6	8	1	0.7	16	0.0	0.0	0.0
gift	0	7	8	1	0.7	16	0.0	0.0	0.0
gift	0	8	8	1	0.7	16	0.0	0.0	0.0
gift	0	9	2	0	0.7	16	0.8999	0.99	0.0901
gift	0	10	6	0	0.7	16	0.8999	0.99	0.0901
gift	0	11	5	0	0.7	16	0.9763	0.9995	0.0231
gift	0	12	8	1	0.7	16	0.0	0.0	0.0
gift	0	13	8	1	0.7	16	0.0	0.0	0.0
gift	0	14	0	1	0.7	16	0.0	0.0	0.0
gift	0	15	8	1	0.7	16	0.0	0.0	0.0
gift	6	0	8	1	0.7	16	0.0	0.0	0.0
gift	6	1	6	0	0.7	16	0.8999	0.99	0.0901
gift	6	2	8	1	0.7	16	0.0	0.0	0.0
gift	6	3	0	1	0.7	16	0.0	0.0	0.0
gift	6	4	5	0	0.7	16	0.9763	0.9995	0.0231
gift	6	5	8	1	0.7	16	0.0	0.0	0.0
gift	6	6	8	1	0.7	16	0.0	0.0	0.0
gift	6	7	8	1	0.7	16	0.0	0.0	0.0
gift	6	8	8	1	0.7	16	0.0	0.0	0.0
gift	6	9	8	1	0.7	16	0.0	0.0	0.0
gift	6	10	7	0	0.7	16	0.6564	0.8819	0.2255
gift	6	11	8	1	0.7	16	0.0	0.0	0.0
gift	6	12	8	1	0.7	16	0.0	0.0	0.0
gift	6	13	0	1	0.7	16	0.0	0.0	0.0
gift	6	14	3	0	0.7	16	0.9763	0.9995	0.0231
gift	6	15	8	1	0.7	16	0.0	0.0	0.0
gift	10	0	8	1	0.7	16	0.0	0.0	0.0
gift	10	1	8	1	0.7	16	0.0	0.0	0.0
gift	10	2	8	1	0.7	16	0.0	0.0	0.0
gift	10	3	8	1	0.7	16	0.0	0.0	0.0
gift	10	4	7	0	0.7	16	0.6564	0.8819	0.2255
gift	10	5	8	1	0.7	16	0.0	0.0	0.0
gift	10	6	7	0	0.7	16	0.6564	0.8819	0.2255
gift	10	7	4	0	0.7	16	0.9922	1.0	0.0078
gift	10	8	8	1	0.7	16	0.0	0.0	0.0
gift	10	9	0	1	0.7	16	0.0	0.0	0.0
gift	10	10	8	1	0.7	16	0.0	0.0	0.0
gift	10	11	8	1	0.7	16	0.0	0.0	0.0
gift	10	12	8	1	0.7	16	0.0	0.0	0.0
gift	10	13	8	1	0.7	16	0.0	0.0	0.0
gift	10	14	7	0	0.7	16	0.6564	0.8819	0.2255
gift	10	15	8	1	0.7	16	0.0	0.0	0.0
gift	12	0	8	1	0.7	16	0.0	0.0	0.0
gift	12	1	8	1	0.7	16	0.0	0.0	0.0
gift	12	2	6	0	0.7	16	0.8999	0.99	0.0901
gift	12	3	8	1	0.7	16	0.0	0.0	0.0
gift	12	4	8	1	0.7	16	0.0	0.0	0.0
gift	12	5	8	1	0.7	16	0.0	0.0	0.0
gift	12	6	8	1	0.7	16	0.0	0.0	0.0
gift	12	7	8	1	0.7	16	0.0	0.0	0.0
gift	12	8	8	1	0.7	16	0.0	0.0	0.0
gift	12	9	7	0	0.7	16	0.6564	0.8819	0.2255
gift	12	10	6	0	0.7	16	0.8999	0.99	0.0901
gift	12	11	5	0	0.7	16	0.9763	0.9995	0.0231
gift	12	12	8	1	0.7	16	0.0	0.0	0.0
gift	12	13	8	1	0.7	16	0.0	0.0	0.0
gift	12	14	8	1	0.7	16	0.0	0.0	0.0
gift	12	15	8	1	0.7	16	0.0	0.0	0.0
gift	14	0	8	1	0.7	16	0.0	0.0	0.0
gift	14	1	8	1	0.7	16	0.0	0.0	0.0
gift	14	2	8	1	0.7	16	0.0	0.0	0.0
gift	14	3	8	1	0.7	16	0.0	0.0	0.0
gift	14	4	8	1	0.7	16	0.0	0.0	0.0
gift	14	5	8	1	0.7	16	0.0	0.0	0.0
gift	14	6	8	1	0.7	16	0.0	0.0	0.0
gift	14	7	8	1	0.7	16	0.0	0.0	0.0
gift	14	8	8	1	0.7	16	0.0	0.0	0.0
gift	14	9	5	0	0.7	16	0.9763	0.9995	0.0231
gift	14	10	8	1	0.7	16	0.0	0.0	0.0
gift	14	11	7	0	0.7	16	0.6564	0.8819	0.2255
gift	14	12	8	1	0.7	16	0.0	0.0	0.0
gift	14	13	8	1	0.7	16	0.0	0.0	0.0
gift	14	14	4	0	0.7	16	0.9922	1.0	0.0078
gift	14	15	8	1	0.7	16	0.0	0.0	0.0
gift	17	0	8	1	0.7	16	0.0	0.0	0.0
gift	17	1	8	1	0.7	16	0.0	0.0	0.0
gift	17	2	8	1	0.7	16	0.0	0.0	0.0
gift	17	3	8	1	0.7	16	0.0	0.0	0.0
gift	17	4	8	1	0.7	16	0.0	0.0	0.0
gift	17	5	8	1	0.7	16	0.0	0.0	0.0
gift	17	6	8	1	0.7	16	0.0	0.0	0.0
gift	17	7	4	0	0.7	16	0.9922	1.0	0.0078
gift	17	8	8	1	0.7	16	0.0	0.0	0.0
gift	17	9	0	1	0.7	16	0.0	0.0	0.0
gift	17	10	8	1	0.7	16	0.0	0.0	0.0
gift	17	11	8	1	0.7	16	0.0	0.0	0.0
gift	17	12	8	1	0.7	16	0.0	0.0	0.0
gift	17	13	4	0	0.7	16	0.9922	1.0	0.0078
gift	17	14	4	0	0.7	16	0.9922	1.0	0.0078
gift	17	15	4	0	0.7	16	0.9922	1.0	0.0078
gift	19	0	8	1	0.7	16	0.0	0.0	0.0
gift	19	1	8	1	0.7	16	0.0	0.0	0.0
gift	19	2	8	1	0.7	16	0.0	0.0	0.0
gift	19	3	8	1	0.7	16	0.0	0.0	0.0
gift	19	4	8	1	0.7	16	0.0	0.0	0.0
gift	19	5	7	0	0.7	16	0.6564	0.8819	0.2255
gift	19	6	8	1	0.7	16	0.0	0.0	0.0
gift	19	7	0	1	0.7	16	0.0	0.0	0.0
gift	19	8	7	0	0.7	16	0.6564	0.8819	0.2255
gift	19	9	8	1	0.7	16	0.0	0.0	0.0
gift	19	10	8	1	0.7	16	0.0	0.0	0.0
gift	19	11	8	1	0.7	16	0.0	0.0	0.0
gift	19	12	8	1	0.7	16	0.0	0.0	0.0
gift	19	13	4	0	0.7	16	0.9922	1.0	0.0078
gift	19	14	2	0	0.7	16	0.8999	0.99	0.0901
gift	19	15	8	1	0.7	16	0.0	0.0	0.0
gift	21	0	6	0	0.7	16	0.8999	0.99	0.0901
gift	21	1	8	1	0.7	16	0.0	0.0	0.0
gift	21	2	8	1	0.7	16	0.0	0.0	0.0
gift	21	3	8	1	0.7	16	0.0	0.0	0.0
gift	21	4	8	1	0.7	16	0.0	0.0	0.0
gift	21	5	8	1	0.7	16	0.0	0.0	0.0
gift	21	6	8	1	0.7	16	0.0	0.0	0.0
gift	21	7	5	0	0.7	16	0.9763	0.9995	0.0231
gift	21	8	8	1	0.7	16	0.0	0.0	0.0
gift	21	9	8	1	0.7	16	0.0	0.0	0.0
gift	21	10	8	1	0.7	16	0.0	0.0	0.0
gift	21	11	1	0	0.7	16	0.6564	0.8819	0.2255
gift	21	12	3	0	0.7	16	0.9763	0.9995	0.0231
gift	21	13	8	1	0.7	16	0.0	0.0	0.0
gift	21	14	8	1	0.7	16	0.0	0.0	0.0
gift	21	15	8	1	0.7	16	0.0	0.0	0.0
gift	22	0	8	1	0.7	16	0.0	0.0	0.0
gift	22	1	8	1	0.7	16	0.0	0.0	0.0
gift	22	2	8	1	0.7	16	0.0	0.0	0.0
gift	22	3	8	1	0.7	16	0.0	0.0	0.0
gift	22	4	3	0	0.7	16	0.9763	0.9995	0.0231
gift	22	5	8	1	0.7	16	0.0	0.0	0.0
gift	22	6	8	1	0.7	16	0.0	0.0	0.0
gift	22	7	8	1	0.7	16	0.0	0.0	0.0
gift	22	8	0	1	0.7	16	0.0	0.0	0.0
gift	22	9	8	1	0.7	16	0.0	0.0	0.0
gift	22	10	8	1	0.7	16	0.0	0.0	0.0
gift	22	11	8	1	0.7	16	0.0	0.0	0.0
gift	22	12	7	0	0.7	16	0.6564	0.8819	0.2255
gift	22	13	8	1	0.7	16	0.0	0.0	0.0
gift	22	14	8	1	0.7	16	0.0	0.0	0.0
gift	22	15	8	1	0.7	16	0.0	0.0	0.0
gift	23	0	8	1	0.7	16	0.0	0.0	0.0
gift	23	1	8	1	0.7	16	0.0	0.0	0.0
gift	23	2	8	1	0.7	16	0.0	0.0	0.0
gift	23	3	7	0	0.7	16	0.6564	0.8819	0.2255
gift	23	4	8	1	0.7	16	0.0	0.0	0.0
gift	23	5	8	1	0.7	16	0.0	0.0	0.0
gift	23	6	3	0	0.7	16	0.9763	0.9995	0.0231
gift	23	7	8	1	0.7	16	0.0	0.0	0.0
gift	23	8	8	1	0.7	16	0.0	0.0	0.0
gift	23	9	8	1	0.7	16	0.0	0.0	0.0
gift	23	10	8	1	0.7	16	0.0	0.0	0.0
gift	23	11	8	1	0.7	16	0.0	0.0	0.0
gift	23	12	8	1	0.7	16	0.0	0.0	0.0
gift	23	13	8	1	0.7	16	0.0	0.0	0.0
gift	23	14	8	1	0.7	16	0.0	0.0	0.0
gift	23	15	0	1	0.7	16	0.0	0.0	0.0
gift	24	0	8	1	0.7	16	0.0	0.0	0.0
gift	24	1	8	1	0.7	16	0.0	0.0	0.0
gift	24	2	8	1	0.7	16	0.0	0.0	0.0
gift	24	3	8	1	0.7	16	0.0	0.0	0.0
gift	24	4	1	0	0.7	16	0.6564	0.8819	0.2255
gift	24	5	8	1	0.7	16	0.0	0.0	0.0
gift	24	6	8	1	0.7	16	0.0	0.0	0.0
gift	24	7	8	1	0.7	16	0.0	0.0	0.0
gift	24	8	7	0	0.7	16	0.6564	0.8819	0.2255
gift	24	9	8	1	0.7	16	0.0	0.0	0.0
gift	24	10	8	1	0.7	16	0.0	0.0	0.0
gift	24	11	8	1	0.7	16	0.0	0.0	0.0
gift	24	12	8	1	0.7	16	0.0	0.0	0.0
gift	24	13	8	1	0.7	16	0.0	0.0	0.0
gift	24	14	8	1	0.7	16	0.0	0.0	0.0
gift	24	15	8	1	0.7	16	0.0	0.0	0.0
gift	25	0	8	1	0.7	16	0.0	0.0	0.0
gift	25	1	8	1	0.7	16	0.0	0.0	0.0
gift	25	2	4	0	0.7	16	0.9922	1.0	0.0078
gift	25	3	8	1	0.7	16	0.0	0.0	0.0
gift	25	4	8	1	0.7	16	0.0	0.0	0.0
gift	25	5	8	1	0.7	16	0.0	0.0	0.0
gift	25	6	0	1	0.7	16	0.0	0.0	0.0
gift	25	7	8	1	0.7	16	0.0	0.0	0.0
gift	25	8	8	1	0.7	16	0.0	0.0	0.0
gift	25	9	8	1	0.7	16	0.0	0.0	0.0
gift	25	10	8	1	0.7	16	0.0	0.0	0.0
gift	25	11	8	1	0.7	16	0.0	0.0	0.0
gift	25	12	6	0	0.7	16	0.8999	0.99	0.0901
gift	25	13	5	0	0.7	16	0.9763	0.9995	0.0231
gift	25	14	8	1	0.7	16	0.0	0.0	0.0
gift	25	15	6	0	0.7	16	0.8999	0.99	0.0901
gift	26	0	8	1	0.7	16	0.0	0.0	0.0
gift	26	1	8	1	0.7	16	0.0	0.0	0.0
gift	26	2	8	1	0.7	16	0.0	0.0	0.0
gift	26	3	1	0	0.7	16	0.6564	0.8819	0.2255
gift	26	4	8	1	0.7	16	0.0	0.0	0.0
gift	26	5	3	0	0.7	16	0.9763	0.9995	0.0231
gift	26	6	8	1	0.7	16	0.0	0.0	0.0
gift	26	7	7	0	0.7	16	0.6564	0.8819	0.2255
gift	26	8	8	1	0.7	16	0.0	0.0	0.0
gift	26	9	8	1	0.7	16	0.0	0.0	0.0
gift	26	10	8	1	0.7	16	0.0	0.0	0.0
gift	26	11	8	1	0.7	16	0.0	0.0	0.0
gift	26	12	8	1	0.7	16	0.0	0.0	0.0
gift	26	13	8	1	0.7	16	0.0	0.0	0.0
gift	26	14	8	1	0.7	16	0.0	0.0	0.0
gift	26	15	8	1	0.7	16	0.0	0.0	0.0
gift	27	0	8	1	0.7	16	0.0	0.0	0.0
gift	27	1	8	1	0.7	16	0.0	0.0	0.0
gift	27	2	8	1	0.7	16	0.0	0.0	0.0
gift	27	3	8	1	0.7	16	0.0	0.0	0.0
gift	27	4	8	1	0.7	16	0.0	0.0	0.0
gift	27	5	8	1	0.7	16	0.0	0.0	0.0
gift	27	6	8	1	0.7	16	0.0	0.0	0.0
gift	27	7	8	1	0.7	16	0.0	0.0	0.0
gift	27	8	8	1	0.7	16	0.0	0.0	0.0
gift	27	9	8	1	0.7	16	0.0	0.0	0.0
gift	27	10	8	1	0.7	16	0.0	0.0	0.0
gift	27	11	8	1	0.7	16	0.0	0.0	0.0
gift	27	12	8	1	0.7	16	0.0	0.0	0.0
gift	27	13	8	1	0.7	16	0.0	0.0	0.0
gift	27	14	2	0	0.7	16	0.8999	0.99	0.0901
gift	27	15	8	1	0.7	16	0.0	0.0	0.0
gift	28	0	8	1	0.7	16	0.0	0.0	0.0
gift	28	1	8	1	0.7	16	0.0	0.0	0.0
gift	28	2	8	1	0.7	16	0.0	0.0	0.0
gift	28	3	8	1	0.7	16	0.0	0.0	0.0
gift	28	4	8	1	0.7	16	0.0	0.0	0.0
gift	28	5	8	1	0.7	16	0.0	0.0	0.0
gift	28	6	8	1	0.7	16	0.0	0.0	0.0
gift	28	7	8	1	0.7	16	0.0	0.0	0.0
gift	28	8	8	1	0.7	16	0.0	0.0	0.0
gift	28	9	8	1	0.7	16	0.0	0.0	0.0
gift	28	10	8	1	0.7	16	0.0	0.0	0.0
gift	28	11	8	1	0.7	16	0.0	0.0	0.0
gift	28	12	6	0	0.7	16	0.8999	0.99	0.0901
gift	28	13	1	0	0.7	16	0.6564	0.8819	0.2255
gift	28	14	8	1	0.7	16	0.0	0.0	0.0
gift	28	15	8	1	0.7	16	0.0	0.0	0.0
gift	29	0	8	1	0.7	16	0.0	0.0	0.0
gift	29	1	8	1	0.7	16	0.0	0.0	0.0
gift	29	2	8	1	0.7	16	0.0	0.0	0.0
gift	29	3	8	1	0.7	16	0.0	0.0	0.0
gift	29	4	3	0	0.7	16	0.9763	0.9995	0.0231
gift	29	5	8	1	0.7	16	0.0	0.0	0.0
gift	29	6	8	1	0.7	16	0.0	0.0	0.0
gift	29	7	8	1	0.7	16	0.0	0.0	0.0
gift	29	8	8	1	0.7	16	0.0	0.0	0.0
gift	29	9	8	1	0.7	16	0.0	0.0	0.0
gift	29	10	8	1	0.7	16	0.0	0.0	0.0
gift	29	11	8	1	0.7	16	0.0	0.0	0.0
gift	29	12	8	1	0.7	16	0.0	0.0	0.0
gift	29	13	8	1	0.7	16	0.0	0.0	0.0
gift	29	14	8	1	0.7	16	0.0	0.0	0.0
gift	29	15	8	1	0.7	16	0.0	0.0	0.0
gift	30	0	8	1	0.7	16	0.0	0.0	0.0
gift	30	1	8	1	0.7	16	0.0	0.0	0.0
gift	30	2	8	1	0.7	16	0.0	0.0	0.0
gift	30	3	8	1	0.7	16	0.0	0.0	0.0
gift	30	4	4	0	0.7	16	0.9922	1.0	0.0078
gift	30	5	8	1	0.7	16	0.0	0.0	0.0
gift	30	6	8	1	0.7	16	0.0	0.0	0.0
gift	30	7	8	1	0.7	16	0.0	0.0	0.0
gift	30	8	8	1	0.7	16	0.0	0.0	0.0
gift	30	9	8	1	0.7	16	0.0	0.0	0.0
gift	30	10	8	1	0.7	16	0.0	0.0	0.0
gift	30	11	8	1	0.7	16	0.0	0.0	0.0
gift	30	12	8	1	0.7	16	0.0	0.0	0.0
gift	30	13	8	1	0.7	16	0.0	0.0	0.0
gift	30	14	8	1	0.7	16	0.0	0.0	0.0
gift	30	15	2	0	0.7	16	0.8999	0.99	0.0901
gift	31	0	8	1	0.7	16	0.0	0.0	0.0
gift	31	1	0	1	0.7	16	0.0	0.0	0.0
gift	31	2	8	1	0.7	16	0.0	0.0	0.0
gift	31	3	8	1	0.7	16	0.0	0.0	0.0
gift	31	4	8	1	0.7	16	0.0	0.0	0.0
gift	31	5	8	1	0.7	16	0.0	0.0	0.0
gift	31	6	8	1	0.7	16	0.0	0.0	0.0
gift	31	7	8	1	0.7	16	0.0	0.0	0.0
gift	31	8	8	1	0.7	16	0.0	0.0	0.0
gift	31	9	8	1	0.7	16	0.0	0.0	0.0
gift	31	10	8	1	0.7	16	0.0	0.0	0.0
gift	31	11	8	1	0.7	16	0.0	0.0	0.0
gift	31	12	7	0	0.7	16	0.6564	0.8819	0.2255
gift	31	13	8	1	0.7	16	0.0	0.0	0.0
gift	31	14	8	1	0.7	16	0.0	0.0	0.0
gift	31	15	8	1	0.7	16	0.0	0.0	0.0
gift	32	0	8	1	0.7	16	0.0	0.0	0.0
gift	32	1	5	0	0.7	16	0.9763	0.9995	0.0231
gift	32	2	8	1	0.7	16	0.0	0.0	0.0
gift	32	3	8	1	0.7	16	0.0	0.0	0.0
gift	32	4	8	1	0.7	16	0.0	0.0	0.0
gift	32	5	8	1	0.7	16	0.0	0.0	0.0
gift	32	6	8	1	0.7	16	0.0	0.0	0.0
gift	32	7	8	1	0.7	16	0.0	0.0	0.0
gift	32	8	8	1	0.7	16	0.0	0.0	0.0
gift	32	9	5	0	0.7	16	0.9763	0.9995	0.0231
gift	32	10	8	1	0.7	16	0.0	0.0	0.0
gift	32	11	1	0	0.7	16	0.6564	0.8819	0.2255
gift	32	12	8	1	0.7	16	0.0	0.0	0.0
gift	32	13	8	1	0.7	16	0.0	0.0	0.0
gift	32	14	1	0	0.7	16	0.6564	0.8819	0.2255
gift	32	15	8	1	0.7	16	0.0	0.0	0.0
gift	33	0	8	1	0.7	16	0.0	0.0	0.0
gift	33	1	8	1	0.7	16	0.0	0.0	0.0
gift	33	2	8	1	0.7	16	0.0	0.0	0.0
gift	33	3	8	1	0.7	16	0.0	0.0	0.0
